OTU ID	A11	A12	A13	A14	A21	A22	A23	A24	A31	A32	A33	A34	B11	B12	B13	B14	B21	B22	B23	B24	B31	B32	B33	B34	B41	B42	B43	B44	B51	B52	B53	B54	B61	B62	B63	B64	C51	C52	C53	C61	C62	C63	C64	C71	C72	C73	C74	Mock	NC	PC	taxonomy
CCPS01000022.154.1916	41.0	15.0	58.0	293.0	53.0	82.0	64.0	273.0	94.0	106.0	90.0	63.0	12.0	570.0	15.0	0.0	9.0	1.0	3.0	7.0	1.0	30.0	0.0	0.0	3.0	0.0	50.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	8.0	18.0	1.0	0.0	1.0	0.0	0.0	3.0	9392.0	2.0	642.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Enterobacteriales; D_4__Enterobacteriaceae; D_5__Escherichia-Shigella; D_6__Escherichia coli
LPWI01001466.1578598.1580067	88.0	116.0	248.0	324.0	216.0	147.0	140.0	179.0	368.0	192.0	262.0	380.0	178.0	176.0	192.0	101.0	341.0	355.0	410.0	345.0	338.0	196.0	452.0	325.0	285.0	208.0	214.0	364.0	301.0	279.0	317.0	282.0	160.0	136.0	252.0	102.0	291.0	356.0	368.0	224.0	358.0	293.0	288.0	337.0	359.0	354.0	377.0	3.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast; D_4__Chenopodium quinoa (quinoa); D_5__Chenopodium quinoa (quinoa); D_6__Chenopodium quinoa (quinoa)
HQ621633.1.1490	33.0	29.0	59.0	109.0	49.0	50.0	55.0	48.0	107.0	72.0	67.0	94.0	67.0	40.0	52.0	23.0	68.0	84.0	101.0	103.0	86.0	55.0	88.0	73.0	84.0	66.0	53.0	118.0	107.0	79.0	109.0	88.0	23.0	51.0	79.0	47.0	87.0	89.0	103.0	76.0	94.0	87.0	61.0	116.0	86.0	100.0	102.0	1.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast
JUOP01000215.81.1657	17.0	8.0	76.0	140.0	36.0	54.0	47.0	198.0	65.0	88.0	50.0	40.0	26.0	358.0	3.0	0.0	2.0	0.0	2.0	5.0	0.0	15.0	0.0	2.0	6.0	0.0	13.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	8.0	11.0	4.0	3.0	0.0	0.0	0.0	8.0	12553.0	1.0	8358.0	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Enterococcaceae; D_5__Enterococcus; D_6__Enterococcus faecalis
CVJT01000011.50.2173	1.0	1.0	2.0	2.0	3.0	0.0	2.0	1.0	2.0	0.0	2.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	381.0	0.0	288.0	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales; D_4__Staphylococcaceae; D_5__Staphylococcus; D_6__Staphylococcus aureus
HK555406.1.1525	2.0	1.0	0.0	4.0	4.0	2.0	0.0	1.0	0.0	2.0	2.0	0.0	1.0	2.0	1.0	1.0	1.0	3.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	3.0	2.0	1.0	1.0	0.0	0.0	2.0	2.0	3.0	3.0	1.0	3.0	2.0	0.0	0.0	2.0	11.0	11.0	3.0	4.0	0.0	3.0	2.0	3.0	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales; D_4__Alicyclobacillaceae; D_5__Alicyclobacillus
AB362767.1.1576	3.0	5.0	38.0	51.0	7.0	38.0	27.0	96.0	17.0	43.0	24.0	22.0	15.0	211.0	4.0	1.0	3.0	2.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	7.0	4.0	0.0	0.0	0.0	0.0	3.0	7798.0	0.0	12652.0	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__Lactobacillus fermentum
KF625186.1.1741	24.0	22.0	144.0	255.0	43.0	69.0	70.0	229.0	82.0	182.0	99.0	108.0	23.0	589.0	58.0	0.0	0.0	3.0	3.0	2.0	0.0	25.0	0.0	2.0	16.0	0.0	7.0	10.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	7.0	3.0	0.0	3.0	0.0	0.0	1.0	0.0	11964.0	0.0	792.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Enterobacteriales; D_4__Enterobacteriaceae; D_5__Raoultella; D_6__Raoultella ornithinolytica
FOVD01000013.327.1846	29.0	13.0	83.0	157.0	70.0	91.0	110.0	165.0	132.0	253.0	339.0	189.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Weeksellaceae; D_5__Chryseobacterium
CP019697.1217236.1218781	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__Paenalcaligenes
GACB01007670.5.1415	31.0	19.0	73.0	60.0	37.0	25.0	39.0	46.0	71.0	58.0	85.0	64.0	32.0	63.0	31.0	23.0	95.0	75.0	146.0	87.0	90.0	37.0	87.0	58.0	50.0	56.0	61.0	65.0	79.0	79.0	82.0	61.0	31.0	40.0	67.0	26.0	83.0	94.0	109.0	55.0	70.0	86.0	57.0	71.0	107.0	78.0	87.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast
GDAH01000920.1014.2329	18.0	14.0	42.0	40.0	24.0	12.0	19.0	33.0	38.0	23.0	33.0	29.0	16.0	15.0	8.0	12.0	41.0	27.0	37.0	48.0	37.0	11.0	30.0	28.0	30.0	16.0	23.0	37.0	17.0	31.0	35.0	29.0	8.0	25.0	43.0	10.0	57.0	39.0	11.0	27.0	46.0	30.0	26.0	29.0	38.0	40.0	33.0	1.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast; D_4__Ammopiptanthus mongolicus; D_5__Ammopiptanthus mongolicus; D_6__Ammopiptanthus mongolicus
GEUY01004424.1.1233	7.0	1.0	10.0	11.0	4.0	4.0	7.0	4.0	25.0	14.0	12.0	12.0	1.0	4.0	4.0	2.0	6.0	18.0	13.0	7.0	26.0	10.0	15.0	17.0	7.0	5.0	8.0	9.0	11.0	12.0	13.0	13.0	2.0	7.0	20.0	6.0	15.0	6.0	11.0	10.0	12.0	9.0	4.0	12.0	16.0	21.0	13.0	1.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast
JN082536.1.1536	3.0	2.0	0.0	0.0	0.0	2.0	3.0	0.0	4.0	4.0	1.0	0.0	27.0	17.0	0.0	33.0	7.0	0.0	0.0	4.0	0.0	0.0	6.0	0.0	0.0	12.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0	4.0	1.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Pseudomonadales; D_4__Moraxellaceae; D_5__Acinetobacter
DQ234192.1.1572	4.0	0.0	0.0	0.0	2.0	0.0	4.0	19.0	3.0	5.0	1.0	0.0	23.0	11.0	15.0	0.0	1.0	0.0	2.0	4.0	3.0	0.0	2.0	4.0	5.0	1.0	10.0	0.0	2.0	2.0	3.0	2.0	5.0	1.0	0.0	0.0	0.0	3.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Pseudomonadales; D_4__Pseudomonadaceae; D_5__Pseudomonas
FR746074.1.1400	3.0	5.0	17.0	11.0	3.0	6.0	7.0	19.0	43.0	37.0	62.0	46.0	144.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	4.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Pseudomonadales; D_4__Pseudomonadaceae; D_5__Pseudomonas
KU310670.382095.384029	6.0	3.0	11.0	7.0	5.0	2.0	4.0	1.0	22.0	10.0	3.0	16.0	0.0	0.0	0.0	0.0	14.0	25.0	34.0	12.0	9.0	0.0	25.0	2.0	1.0	3.0	1.0	17.0	18.0	5.0	27.0	11.0	0.0	0.0	1.0	0.0	11.0	29.0	22.0	16.0	21.0	9.0	4.0	19.0	30.0	14.0	19.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria
KR026982.1.1447	4.0	0.0	28.0	48.0	13.0	28.0	18.0	12.0	14.0	43.0	46.0	28.0	0.0	114.0	12.0	1.0	1.0	0.0	0.0	1.0	0.0	5.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3034.0	0.0	67.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Pseudomonadales; D_4__Pseudomonadaceae; D_5__Pseudomonas
AOTI010700487.58.1759	10.0	13.0	12.0	16.0	9.0	10.0	12.0	11.0	30.0	20.0	12.0	14.0	10.0	5.0	5.0	2.0	23.0	15.0	30.0	39.0	9.0	6.0	33.0	14.0	10.0	1.0	11.0	25.0	29.0	17.0	20.0	27.0	8.0	7.0	12.0	1.0	37.0	18.0	31.0	11.0	27.0	17.0	22.0	15.0	28.0	15.0	31.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria; D_5__Triticum urartu; D_6__Triticum urartu
MRYB01000024.88.1684	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Pseudomonadales; D_4__Moraxellaceae; D_5__Psychrobacter
AF001645.1.1525	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__Massilia
KA250240.138.1720	3.0	6.0	11.0	5.0	12.0	19.0	13.0	3.0	12.0	10.0	9.0	25.0	3.0	7.0	7.0	2.0	9.0	3.0	12.0	10.0	8.0	0.0	7.0	4.0	1.0	5.0	1.0	11.0	14.0	2.0	4.0	6.0	5.0	1.0	1.0	4.0	21.0	17.0	9.0	7.0	8.0	9.0	13.0	11.0	8.0	12.0	8.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria
GU272317.1.1456	24.0	17.0	13.0	39.0	22.0	23.0	15.0	11.0	29.0	16.0	25.0	29.0	29.0	45.0	14.0	10.0	35.0	41.0	33.0	38.0	30.0	22.0	29.0	37.0	23.0	12.0	15.0	24.0	45.0	28.0	36.0	25.0	11.0	20.0	33.0	11.0	46.0	73.0	46.0	31.0	38.0	16.0	16.0	39.0	38.0	69.0	54.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
GCVS01044766.16.1429	1.0	9.0	6.0	20.0	9.0	8.0	8.0	6.0	12.0	8.0	9.0	7.0	12.0	13.0	4.0	5.0	13.0	14.0	8.0	11.0	11.0	9.0	9.0	9.0	9.0	4.0	7.0	10.0	18.0	4.0	13.0	16.0	7.0	3.0	3.0	6.0	6.0	11.0	9.0	7.0	12.0	15.0	8.0	9.0	6.0	8.0	7.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast
HM362464.1.1507	7.0	7.0	1.0	1.0	2.0	6.0	0.0	1.0	4.0	4.0	0.0	3.0	3.0	4.0	0.0	0.0	2.0	6.0	0.0	3.0	2.0	0.0	0.0	0.0	7.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	4.0	8.0	0.0	5.0	4.0	2.0	0.0	0.0	17.0	11.0	0.0	8.0	6.0	7.0	0.0	1.0	12.0	2.0	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales; D_4__Alicyclobacillaceae; D_5__Alicyclobacillus; D_6__uncultured bacterium
LT592136.1.1584	1.0	0.0	5.0	2.0	2.0	2.0	3.0	2.0	3.0	3.0	3.0	2.0	0.0	1.0	3.0	0.0	1.0	6.0	1.0	5.0	2.0	1.0	5.0	6.0	1.0	3.0	0.0	4.0	3.0	2.0	1.0	5.0	2.0	1.0	2.0	1.0	0.0	2.0	1.0	5.0	3.0	3.0	3.0	4.0	2.0	0.0	4.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast; D_4__uncultured prokaryote; D_5__uncultured prokaryote; D_6__uncultured prokaryote
AJFB01000674.247.1689	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodobacterales; D_4__Rhodobacteraceae; D_5__Paracoccus
KY777463.1.1542	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Micrococcales; D_4__Micrococcaceae; D_5__Micrococcus; D_6__Micrococcus luteus
AB745637.1.1513	7.0	4.0	12.0	15.0	3.0	8.0	9.0	8.0	1.0	8.0	2.0	17.0	17.0	19.0	21.0	8.0	5.0	2.0	4.0	0.0	0.0	4.0	0.0	12.0	7.0	1.0	0.0	0.0	1.0	1.0	1.0	4.0	4.0	7.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Xanthomonadales; D_4__Xanthomonadaceae; D_5__Stenotrophomonas; D_6__uncultured bacterium
AY080982.1.1553	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Enterococcaceae; D_5__Vagococcus; D_6__uncultured Vagococcus sp.
